cell_id,cx,cy,cz,volume,sigma_t,sigma_s,q
62,0.12590921388946538,0.06125468015670775,0.8530593433145301,0.00012876527502221532,1.0,0.5,0.0
63,0.06258904933929445,0.13980132120220246,0.8339583021013277,0.00020018639445765736,1.0,0.5,0.0
64,0.6584885054547652,0.6602507218841766,0.9151914566755295,0.00013690671512491876,1.0,0.5,0.0
65,0.6578734517097473,0.7830515205860138,0.41815003752708435,0.00020638384121961584,1.0,0.5,0.0
66,0.946129709482193,0.34398513558503835,0.8524444486347531,0.00025184816509251094,1.0,0.5,0.0
67,0.9191945642232895,0.5850503779210314,0.8340446016905112,0.00013044466766969672,1.0,0.5,0.0
68,0.6359234215560842,0.506991029848953,0.9434609711170197,0.00010414363879562356,1.0,0.5,0.0
69,0.606834901684236,0.09188202023506162,0.4835078933954966,0.0001483255044226198,1.0,0.5,0.0
70,0.5406804606318474,0.8576288521289825,0.34357266873121267,0.00030957541904566614,1.0,0.5,0.0
71,0.16074309164726308,0.09188202023506162,0.499301015502877,0.0001483255044226198,1.0,0.5,0.0
72,0.4234874844551086,0.16512499749660492,0.39684221148490906,0.00010319192060980786,1.0,0.5,0.0
73,0.6291544777871736,0.9447952806949615,0.42022364974734533,5.9189020086260467e-05,1.0,0.5,0.0
74,0.06258904933929445,0.422489761666545,0.5823440897153708,0.00024585042118591333,1.0,0.5,0.0
75,0.2664772151155971,0.9212587317314823,0.08304097600747555,0.00018163646280773449,1.0,0.5,0.0
76,0.946129709482193,0.0853109413729422,0.3192371593581308,0.0001472702470452277,1.0,0.5,0.0
77,0.9730648547410965,0.8836581134048034,0.8849701178787248,0.00014228255363542774,1.0,0.5,0.0
78,0.29343376078299926,0.9723976403474808,0.2125138871416647,0.00016851413955116352,1.0,0.5,0.0
79,0.25302498042583466,0.8469749689102173,0.14114843308925631,0.0001031917762797913,1.0,0.5,0.0
80,0.27433279901742935,0.8682827651500702,0.2689953222870827,0.00010319181236227022,1.0,0.5,0.0
81,0.05492398323002135,0.9470913687709979,0.4763868476644115,0.0001885128725646778,1.0,0.5,0.0
82,0.8389898538589478,0.6232429444789886,0.7271133363246918,0.0001031919566923247,1.0,0.5,0.0
83,0.2423710748553276,0.21839453279972076,0.17311014980077746,0.00030957556337565725,1.0,0.5,0.0
84,0.3332396192440036,0.7859553227653372,0.0599203109741211,0.00016090656786571926,1.0,0.5,0.0
85,0.34891014546155924,0.7723976373672485,0.13049452751874926,5.159594226364562e-05,1.0,0.5,0.0
86,0.5508807574936161,0.9171929210424423,0.35575297715731213,0.00026735153574907307,1.0,0.5,0.0
87,0.42151254750508527,0.3015247135762767,0.5182212038827706,0.0001759360311442393,1.0,0.5,0.0
88,0.6017573420489717,0.8900096978387373,0.0599203109741211,0.0001514318845560774,1.0,0.5,0.0
89,0.5508807574936161,0.9171929210424423,0.3983686143405015,0.0002673517227156411,1.0,0.5,0.0
90,0.606834901684236,0.9171929210424423,0.44089224876172656,0.0001336758379869872,1.0,0.5,0.0
91,0.9730648547410965,0.7252768763967004,0.8328629869256932,0.0001528782231505939,1.0,0.5,0.0
92,0.585073474383903,0.9447952806949615,0.4211108255751437,0.0002167785347554049,1.0,0.5,0.0
93,0.6648360298772161,0.9171929210424423,0.8489648973727788,0.00013367593147032062,1.0,0.5,0.0
94,0.2849867045879364,0.8363210558891296,0.6844977140426636,0.00020638375101331122,1.0,0.5,0.0
95,0.8816055059432983,0.41016484051942825,0.6631898880004883,5.159597834616236e-05,1.0,0.5,0.0
96,0.6898351907730103,0.5806273221969604,0.13049452751874926,5.1595978346162374e-05,1.0,0.5,0.0
97,0.9085406512022018,0.4128362817896739,0.8385104207611822,0.00012858180892097516,1.0,0.5,0.0
98,0.860297679901123,0.21839454025030136,0.6844977140426636,5.159597834616236e-05,1.0,0.5,0.0
99,0.8389898538589478,0.23970235139131546,0.7058055400848389,5.159597834616236e-05,1.0,0.5,0.0
100,0.946129709482193,0.225104182122034,0.41615954389491083,0.00014533952027172577,1.0,0.5,0.0
101,0.6861438559193914,0.9171929210424423,0.8276570713306035,0.00013367593147032064,1.0,0.5,0.0
102,0.8515895136490084,0.09188202023506162,0.31800432840692083,0.00014832555628673335,1.0,0.5,0.0
103,0.6656566773376387,0.5062246814187377,0.9151914566755295,0.00013690676299634122,1.0,0.5,0.0
104,0.6849942175398105,0.9447952806949615,0.8759385391702,0.00013999471492829932,1.0,0.5,0.0
105,0.12404552411554085,0.030627340078353875,0.21794026606100808,0.0001956001720087795,1.0,0.5,0.0
106,0.13583200424909594,0.47408826649188995,0.5140352323651314,5.1595906181147796e-05,1.0,0.5,0.0
107,0.8005905904833446,0.9723976403474808,0.6392514871147215,0.00014500051820464562,1.0,0.5,0.0
108,0.031294524669647224,0.8811728985759453,0.6561577586455299,0.00019145832940527677,1.0,0.5,0.0
109,0.32760233432054514,0.708474189043045,0.1944179683923722,0.00020638366080710788,1.0,0.5,0.0
110,0.7488883088811774,0.9447952806949615,0.8779956752989598,0.00012708896963168172,1.0,0.5,0.0
111,0.8709515929222107,0.6978202760219574,0.6738438010215759,0.00010319188452724073,1.0,0.5,0.0
112,0.7132352647666181,0.9723976403474808,0.8613464564798747,0.00013180961656569657,1.0,0.5,0.0
113,0.767238296674629,0.06125468015670775,0.7801374763962947,8.291380933232311e-05,1.0,0.5,0.0
114,0.3712833471596241,0.23863696083426475,0.5151006270200014,4.643633180015978e-05,1.0,0.5,0.0
115,0.4915709354944685,0.15088257370830996,0.9717304855585098,0.00020115573147624593,1.0,0.5,0.0
116,0.78838474323266,0.030627340078353875,0.7313541260219288,0.00017302896747041954,1.0,0.5,0.0
117,0.7143849031461991,0.9447952806949615,0.8343728146824534,0.00013349175866836222,1.0,0.5,0.0
118,0.16930375064610123,0.9213054015838031,0.08534114089672637,0.0001837138109547332,1.0,0.5,0.0
119,0.214462653069025,0.9447952806949615,0.1799634173683263,0.00011652999579778688,1.0,0.5,0.0
120,0.5620990962177215,0.7265959344269068,0.02996015548706055,0.00020458752387215074,1.0,0.5,0.0
121,0.8496437668800354,0.3142796903848648,0.865614116191864,0.00010319195669232472,1.0,0.5,0.0
122,0.06258904933929445,0.5373507581532814,0.5163167944774388,0.00016504780226672612,1.0,0.5,0.0
123,0.946129709482193,0.18085868942937444,0.3809419812510907,0.00016419733602404706,1.0,0.5,0.0
124,0.9085406512022018,0.20856295369006403,0.12349003997852934,9.652237538843629e-05,1.0,0.5,0.0
125,0.6898351907730103,0.28231797367334366,0.15180233865976336,5.15959422636456e-05,1.0,0.5,0.0
126,0.9323953654317144,0.07129682938773599,0.9310609962491277,0.0001991976659823639,1.0,0.5,0.0
127,0.668527364730835,0.28231797367334366,0.17311014980077746,5.159594226364561e-05,1.0,0.5,0.0
128,0.9191945642232895,0.48879027433505307,0.4911132248024037,0.00013044448522250523,1.0,0.5,0.0
129,0.9191945642232895,0.6602515354180024,0.6544844525046292,0.0001304444852224573,1.0,0.5,0.0
130,0.7537586092948914,0.45278045535087585,0.76972895860672,0.0006191507298438828,1.0,0.5,0.0
131,0.031294524669647224,0.4495562725738665,0.9237160264354225,0.00022545322983056706,1.0,0.5,0.0
132,0.6578734517097473,0.3355875015258789,0.14114843308925631,0.0001031918845272912,1.0,0.5,0.0
133,0.7004891037940979,0.3142796903848648,0.14114843308925631,0.00010319188452729122,1.0,0.5,0.0
134,0.5508807574936161,0.09188202023506162,0.35575297715731213,0.00029665095698112583,1.0,0.5,0.0
135,0.6791812777519226,0.3142796903848648,0.1624562442302704,0.0001031918845272912,1.0,0.5,0.0
136,0.2743327990174293,0.4634343609213829,0.8443062901496887,0.00020638380513708632,1.0,0.5,0.0
137,0.7004890739917755,0.6765124797821045,0.8229984641075134,0.00020638362472451534,1.0,0.5,0.0
138,0.668527364730835,0.7723976373672485,0.13049452751874926,5.1595978346162374e-05,1.0,0.5,0.0
